timestamp,line_num,src_id,seq,hops,rssi,latency_ms
17:24:48.019,13,4,42,0,-100,2031
17:24:48.445,19,3,21,0,-86,3457
17:24:50.507,26,4,43,0,-101,2518
17:24:50.759,32,3,22,0,-85,3771
17:24:52.338,38,3,23,0,-85,2350
17:24:52.525,44,4,44,0,-100,2537
17:24:53.320,50,4,45,0,-100,1331
17:25:01.217,68,4,47,0,-98,2228
17:25:01.427,74,4,48,0,-98,438
17:25:03.437,80,4,49,0,-101,1449
17:25:05.506,88,4,50,0,-103,2518
17:25:06.300,94,4,51,0,-100,1312
17:25:07.703,100,4,52,0,-101,1715
17:25:08.917,106,4,53,0,-100,1928
17:25:16.549,126,4,55,0,-97,561
17:25:16.838,132,3,26,0,-90,2849
17:25:17.605,138,3,27,0,-90,1617
17:25:19.372,145,4,56,0,-98,2384
17:25:20.155,151,4,57,0,-97,1167
17:25:20.495,157,3,28,0,-89,3495
17:25:20.874,164,4,58,0,-97,885
17:25:28.217,182,4,60,0,-97,1227
17:25:29.603,189,4,61,0,-97,1614
17:25:29.987,195,3,30,0,-89,4998
17:25:30.658,201,4,62,0,-97,1669
17:25:31.109,207,4,63,0,-97,1120
17:25:31.799,213,3,31,0,-89,2810
17:25:32.516,220,4,64,0,-97,1527
17:25:41.343,239,4,66,0,-106,1354
17:25:41.751,245,3,33,0,-85,3762
17:25:43.564,253,4,67,0,-108,2575
17:25:43.869,259,3,34,0,-85,2880
17:25:44.878,265,3,35,0,-85,1889
17:25:45.383,271,4,68,0,-109,2394
17:25:46.907,277,4,69,0,-110,1918
17:25:54.313,296,4,71,0,-108,1324
17:25:54.804,302,3,37,0,-84,4815
17:25:56.571,310,3,38,0,-85,2582
17:26:01.986,320,4,73,0,-113,1997
17:26:02.270,326,3,39,0,-85,3281
17:26:03.314,332,3,40,0,-84,2325
17:26:05.121,339,4,74,0,-106,3132
17:26:12.660,355,4,76,0,-110,1671
17:26:13.496,361,3,41,0,-86,6507
17:26:14.087,368,3,42,0,-86,2098
17:26:14.611,374,4,77,0,-104,2622
17:26:14.921,380,3,43,0,-87,1932
17:26:15.386,386,4,78,0,-103,1397
17:26:16.169,393,3,44,0,-87,2180
17:26:23.435,410,3,46,0,-84,1446
17:26:24.143,417,4,80,0,-102,2154
17:26:24.604,423,4,81,0,-103,614
17:26:24.921,429,3,47,0,-84,1931
17:26:26.931,435,3,48,0,-84,2942
17:26:27.482,442,3,49,0,-84,1493
17:26:28.687,448,4,82,0,-102,3697
17:26:36.269,466,3,51,0,-84,3280
17:26:36.538,472,4,84,0,-103,1549
17:26:37.101,478,4,85,0,-104,1112
17:26:38.237,484,3,52,0,-84,3248
17:26:38.837,490,3,53,0,-84,1847
17:26:39.025,496,4,86,0,-104,2036
17:26:39.591,503,3,54,0,-84,1602
17:26:45.172,519,3,55,0,-85,6183
17:26:45.983,527,4,88,0,-105,994
17:26:46.858,533,4,89,0,-106,869
17:26:47.414,539,3,56,0,-85,3425
17:26:48.148,545,3,57,0,-85,2158
17:26:48.392,551,4,90,0,-104,1403
17:26:48.672,557,3,58,0,-84,1683
17:27:03.750,577,4,93,0,-106,1760
17:27:05.698,586,3,61,0,-84,4709
17:27:06.061,593,3,62,0,-85,1072
17:27:07.927,601,4,94,0,-106,2938
17:27:08.201,607,4,95,0,-107,1212
17:27:08.779,613,3,63,0,-84,1790
17:27:09.184,619,4,96,0,-106,1195
17:27:23.720,639,3,66,0,-84,2730
17:27:23.969,645,4,99,0,-101,1979
17:27:24.152,651,4,100,0,-101,162
17:27:25.365,657,4,101,0,-105,375
17:27:25.729,663,3,67,0,-86,2740
17:27:26.401,669,3,68,0,-85,1411
17:27:27.272,676,4,102,0,-106,1282
17:27:51.841,700,4,105,0,-104,1851
17:27:52.207,707,3,71,0,-85,3217
17:27:53.043,714,4,106,0,-104,1053
17:27:54.333,720,3,72,0,-85,3343
17:27:55.198,726,4,107,0,-105,2208
17:27:56.376,734,4,108,0,-105,1386
17:27:56.947,740,4,109,0,-100,957
17:28:11.219,760,3,75,0,-86,2229
17:28:12.165,766,3,76,0,-85,2175
17:28:14.133,773,3,77,0,-86,3143
17:28:15.282,781,3,78,0,-85,2292
17:28:15.893,787,4,112,1,-86,1903
17:28:16.737,793,4,113,1,-85,1746
17:28:18.168,801,4,114,1,-86,2178
17:28:31.605,819,4,124,1,-86,2615
17:28:32.343,825,4,125,1,-86,1353
17:28:32.974,832,4,123,1,-86,4984
17:28:33.262,838,4,122,1,-85,6272
17:28:33.584,844,4,121,1,-85,7594
17:28:34.641,850,4,126,1,-85,2651
17:28:35.660,858,4,120,1,-84,10670
17:28:41.343,874,4,130,1,-85,2353
17:28:41.736,881,4,129,1,-85,4745
17:28:42.155,887,4,128,1,-85,6164
17:28:42.454,893,4,127,1,-85,8463
17:28:42.925,899,4,131,1,-85,1934
17:28:46.712,913,4,134,1,-85,1722
17:28:47.006,919,4,133,1,-85,3015
17:28:55.501,938,4,135,1,-85,9511
17:28:55.906,944,4,132,1,-85,13916
17:28:56.968,952,4,138,1,-85,978
17:28:57.844,958,4,137,1,-85,4854
17:28:58.761,964,4,119,1,-86,34771
17:28:59.020,970,4,139,1,-85,2030
17:29:00.324,976,4,140,1,-86,2334
17:29:07.406,994,4,145,1,-86,1415
17:29:08.224,1000,4,144,1,-87,3234
17:29:08.543,1006,4,143,1,-86,4553
17:29:08.843,1012,4,142,1,-87,5853
17:29:09.142,1018,4,141,1,-86,9152
17:29:09.554,1024,4,118,1,-86,46564
17:29:09.855,1030,4,117,1,-85,48865
17:29:18.768,1050,4,154,1,-85,1778
17:29:19.068,1056,4,153,1,-86,3078
17:29:19.379,1062,4,152,1,-85,4389
17:29:19.699,1068,4,151,1,-86,5709
17:29:20.085,1074,4,150,1,-85,7095
17:29:20.416,1080,4,149,1,-85,8413
17:29:20.697,1086,4,148,1,-86,9707
17:29:29.004,1104,4,159,1,-85,4013
17:29:31.035,1112,4,160,1,-85,4044
17:29:31.707,1120,4,158,1,-86,7716
17:29:32.029,1126,4,157,1,-85,10038
17:29:32.438,1132,4,156,1,-86,11447
17:29:33.773,1140,4,162,1,-84,1783
17:29:34.366,1146,4,161,1,-86,5376
17:29:41.343,1165,4,165,1,-85,5352
17:29:42.992,1171,4,166,1,-86,5002
17:29:43.594,1177,4,164,1,-85,8603
17:29:43.887,1183,4,163,1,-86,10896
17:29:44.291,1189,4,155,1,-86,26301
17:29:44.695,1195,4,147,1,-86,34704
17:29:45.010,1201,4,146,1,-86,38020
17:29:52.980,1219,4,172,1,-86,2989
17:29:53.961,1225,4,173,1,-85,2970
17:29:54.426,1231,4,174,1,-85,1435
17:29:56.427,1241,4,171,1,-86,7437
17:29:56.750,1247,4,170,1,-85,9759
17:29:57.141,1253,4,169,1,-86,11151
17:29:57.551,1259,4,168,1,-85,12560
17:30:04.555,1277,4,180,1,-86,564
17:30:05.753,1283,4,179,1,-85,2762
17:30:06.043,1289,4,178,1,-85,5052
17:30:06.454,1295,4,177,1,-85,6463
17:30:06.758,1301,4,176,1,-86,7756
17:30:07.092,1307,4,181,1,-85,2101
17:30:07.673,1313,4,182,1,-85,1682
